pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count,day,month,year,day_of_week,hour,euclidean_distance,Actual_Fare,Predicted_Fare
-73.997985,40.722766,-73.97584599999999,40.757438,1,25,11,2011,4,14,0.041137366286631324,11.3,12.302358
-73.989405,40.757754,-73.982788,40.762304,1,20,1,2012,4,12,0.00803039158448026,4.5,4.881724
-73.97320556640625,40.74393081665039,-73.95613861083984,40.76448059082031,5,16,1,2015,4,10,0.026712809487968007,8.0,10.247625
-73.983808,40.762457,-73.990184,40.74975,1,18,5,2012,4,3,0.01421693444452816,4.9,5.120527
-73.99328100000001,40.727788,-73.993391,40.752577,1,1,2,2012,2,23,0.024789244058669297,8.1,8.388908
-73.99244499999999,40.753777,-73.979382,40.762217,3,4,6,2010,4,8,0.015552349308053031,5.7,6.440508
-73.964375,40.773148,-73.959807,40.779597,1,1,6,2011,2,13,0.007902925091388683,4.1,5.12263
-73.971452,40.74636,-73.961508,40.756538,0,19,3,2011,5,17,0.01422936470823666,4.5,4.7250266
-73.966341,40.764939,-74.004716,40.739776,1,7,11,2009,5,9,0.045889183845434806,11.7,12.028209
-73.9885,40.748601,-73.986822,40.733104,1,20,2,2010,5,19,0.01558758137108193,6.5,6.915519
-73.984493,40.768593,-73.955949,40.769608000000005,1,18,10,2009,6,1,0.02856204056085295,7.3,8.445442
-73.989069,40.748214,-73.989069,40.748214,1,2,8,2009,6,18,0.0,7.3,9.77623
-73.96406,40.765035,-73.950265,40.783365,2,26,7,2012,3,19,0.022941031472021204,5.3,7.0299807
-74.004362,40.741942,-73.984852,40.761057,2,28,10,2011,4,18,0.02731342755861757,9.3,9.372411
-73.988802,40.735216,-73.960003,40.762126,1,13,5,2011,4,1,0.039414851274620064,8.1,9.088159
-73.98421478271484,40.76177978515625,-73.99505615234375,40.75935363769531,1,3,5,2015,6,0,0.01110952235394413,8.0,5.1636267
-73.99082946777344,40.73458862304688,-73.95609283447266,40.713882446289055,1,4,6,2015,3,1,0.04043982503670494,13.5,15.800416
-73.979365,40.762175,-73.95663,40.778046,1,22,5,2011,6,17,0.02772668148192296,8.5,8.131093
-73.965242,40.764262,-73.975187,40.75263,1,7,7,2014,0,14,0.015303805049725646,5.5,7.729454
-73.981263,40.781688,-74.00031700000001,40.758573,1,4,11,2010,3,13,0.0299559366570405,8.1,9.795006
-74.002202,40.740317,-73.982787,40.750992,1,10,9,2014,2,16,0.02215621470377532,9.0,11.339137
-73.990161,40.746836,-73.97670699999999,40.759576,1,14,6,2013,4,8,0.01852883471782003,12.0,9.013102
-73.96349000000001,40.777438,-73.983005,40.774248,1,30,4,2009,3,21,0.0197740062961433,5.7,6.8858047
-73.997984,40.756094,-74.002667,40.760687,1,22,12,2009,1,21,0.006559431225342524,4.1,5.1759105
-73.970116,40.762226,-73.990572,40.736848,1,2,5,2013,3,19,0.03259587121093166,13.0,12.689693
-73.992837,40.723942,-73.998983,40.72019,1,20,7,2013,5,12,0.007200751349685899,6.5,5.5626335
-73.97784200000001,40.75215,-73.970138,40.758203,2,12,8,2010,3,13,0.00979747033677968,6.1,6.686515
-73.956213,40.767672,-73.986877,40.755015,1,26,3,2014,2,8,0.03317349160097603,13.5,14.442052
-73.95480500000001,40.773711,-74.003886,40.743149,1,3,8,2012,4,23,0.05781851264948343,14.1,14.441879
-73.985948,40.752813,-73.977062,40.762538,1,21,6,2011,1,18,0.013173329913113825,6.1,6.454928
-73.991827,40.75003,-73.98699,40.754447,2,23,10,2009,4,20,0.006550302130430324,5.7,5.3309584
-73.99625,40.725136,-73.99971,40.739498,1,18,12,2011,6,14,0.014772902355322207,6.1,6.2459745
-73.983118,40.768769,-74.002994,40.743165000000005,1,15,4,2011,4,12,0.03241327184965383,10.1,9.9554405
-73.983355,40.738396,-73.999459,40.758827,1,16,8,2011,1,14,0.026014699248689165,9.7,10.6172085
-73.981252,40.76639,-73.95475,40.778237,2,25,8,2014,0,15,0.029029423228847728,12.0,11.456857
-74.004574,40.737693,-73.975791,40.728334,1,24,9,2010,4,21,0.030266350457237284,11.3,9.985149
-73.99039499999999,40.734677000000005,-74.005473,40.735888,1,8,2,2012,2,22,0.015126552978126671,4.5,6.364681
-73.954553,40.781012,-73.971343,40.760258,1,1,10,2014,2,10,0.026695179639775222,11.5,11.962385
-73.991725,40.749878,-73.993217,40.736522,1,14,1,2009,2,9,0.013439077349284147,5.3,6.2803235
-73.989805,40.729663,-73.98749000000001,40.72158,2,6,10,2009,1,21,0.00840797918646136,4.9,5.363443
-73.988052,40.718678,-73.955478,40.764325,1,6,4,2011,2,6,0.056077750356090535,12.5,10.683064
-73.987477,40.737368,-73.95039200000001,40.779557,1,20,2,2010,5,3,0.05617124661247367,12.5,10.487279
-73.997327,40.735852,-73.981223,40.733348,2,23,2,2009,0,17,0.01629750999385989,5.7,6.344593
-74.00416700000001,40.74221,-73.98966800000001,40.734365,2,26,1,2012,3,1,0.01648529726756757,5.3,6.0813484
-73.955315,40.782504,-73.955641,40.782095,1,27,3,2012,1,17,0.0005230267679618842,9.3,9.007353
-73.991442,40.754607,-73.993569,40.718117,1,12,4,2010,0,20,0.036551938785787934,11.7,12.980557
-73.98234558105469,40.76507568359375,-73.9666290283203,40.76407241821289,1,26,4,2015,6,21,0.015748541877814208,7.0,6.6457777
-73.981978,40.746632,-74.004082,40.716995,3,12,12,2014,4,14,0.036972132546013725,13.0,16.378416
-73.97342681884766,40.76198196411133,-73.9705810546875,40.750709533691406,1,8,4,2015,2,18,0.011626093979802927,7.0,7.650339
-73.9836,40.729897,-73.96899499999999,40.751025,1,7,4,2009,1,9,0.025684594779750353,6.5,7.551977
-73.988331,40.722754,-74.00506,40.735939,3,7,12,2010,1,12,0.021300320795704767,9.3,8.473931
-73.95184499999999,40.773621,-73.967954,40.758745000000005,1,24,6,2012,6,16,0.021927043964024905,6.9,7.259921
-73.99999237060547,40.72869873046875,-73.98213958740234,40.74333953857422,1,20,3,2015,4,4,0.0230884198263749,8.5,8.153446
-73.99619399999999,40.732445,-73.956086,40.781833,1,24,12,2010,4,21,0.06362252909150334,13.7,14.080407
-73.968312,40.758728000000005,-73.954778,40.777768,2,21,10,2010,3,12,0.02336002474313085,5.7,8.079783
-73.968459,40.765083,-73.96241500000001,40.775589,2,26,7,2013,4,18,0.012120477383331526,5.5,5.611772
-73.99839899999999,40.735089,-73.982003,40.750319,1,7,1,2011,4,21,0.02237815264939008,6.5,6.997494
-73.98996,40.747622,-73.98996,40.747622,5,10,5,2012,3,14,0.0,5.7,7.9082313
-73.957559,40.717924,-73.953911,40.729445,1,13,10,2012,5,1,0.0120847567207632,5.5,5.7914
-73.97706,40.759632,-73.989853,40.759748,1,20,2,2011,6,14,0.012793525901800964,6.1,6.0465393
-73.963137,40.769098,-73.956068,40.7757,3,6,5,2010,3,0,0.00967249528301929,4.1,6.312918
-73.985855,40.740505,-73.95365799999999,40.780435,1,13,11,2010,5,0,0.05129377846289497,11.3,11.449184
-73.988173,40.749144,-73.95354499999999,40.781929,1,13,7,2010,1,19,0.04768600013631504,10.9,11.510042
-73.970055,40.753828000000006,-73.97788800000001,40.781452,1,30,9,2010,3,21,0.028713085257419686,10.9,9.50193
-73.969248,40.712747,-73.995372,40.739365,1,10,8,2013,5,2,0.0372958617007367,9.5,13.163136
-73.962644,40.772273,-73.99639300000001,40.717413,2,5,9,2010,6,14,0.06440973995445679,19.3,16.016193
-73.991005,40.769563,-73.99505699999999,40.750248,1,7,5,2009,3,15,0.01973544853809644,9.7,8.689958
-74.00104499999999,40.761892,-73.991233,40.739267,6,15,7,2014,1,14,0.024661021248118652,11.5,11.288791
-74.00079699999999,40.728927,-73.97989,40.786087,1,18,8,2014,0,21,0.06086352149687131,20.0,15.234004
-74.004085,40.742727,-73.997623,40.721752,1,15,3,2013,4,3,0.02194784884675459,9.0,9.342963
-73.992772,40.737437,-73.987172,40.774247,5,7,6,2013,4,23,0.03723353461599113,13.5,13.453041
-73.955577,40.768467,-73.96708000000001,40.772356,1,15,3,2014,5,9,0.01214262451038141,5.5,5.8404875
-73.982827,40.771872,-73.950787,40.781767,1,20,4,2014,6,0,0.03353315709860438,13.0,10.164241
-73.99646,40.725481,-73.999737,40.738488,1,13,12,2009,6,1,0.01341345511044198,5.7,6.0148354
-73.95208000000001,40.787445,-73.964043,40.771177,1,9,7,2013,1,11,0.020193097657361932,6.5,8.142057
-73.99297,40.737027000000005,-73.999662,40.75431,1,28,1,2009,2,8,0.018533347053345094,7.3,7.370173
-73.98221,40.73032,-73.976722,40.762622,1,12,2,2012,6,23,0.03276487979529433,8.9,8.895378
-73.987868,40.759673,-73.96979499999999,40.784252,5,16,10,2009,4,19,0.03050836885185262,8.9,9.131981
-73.968946,40.754552,-73.984841,40.732512,2,16,4,2010,4,1,0.027173748821240684,5.7,6.9804187
-73.97827,40.766477,-73.961339,40.777254,1,12,9,2012,2,21,0.020069939960047946,7.0,7.5263443
-73.98927307128906,40.76959991455078,-73.9531021118164,40.77170944213867,1,23,2,2015,0,2,0.03623242216325887,10.0,11.31488
-73.968251,40.764764,-73.99631,40.760924,1,19,4,2009,6,11,0.028320541679140176,9.7,8.772592
-73.96019,40.776246,-73.976272,40.757094,1,6,4,2010,1,12,0.025008595082488067,8.5,9.6052475
-73.98739499999999,40.74393,-74.00514,40.741172,3,21,6,2011,1,22,0.017958050812941193,6.1,5.91563
-73.978755,40.745027,-73.969757,40.757202,1,23,5,2010,6,19,0.015139175307792579,4.9,5.104126
-73.99161529541014,40.74966812133789,-73.98167419433594,40.724796295166016,1,13,3,2015,4,21,0.026784944048691178,13.5,12.645033
-73.979357,40.75622,-73.992952,40.736882,1,9,1,2013,2,22,0.023638575866582207,7.5,8.3792
-73.9781265258789,40.72502517700195,-73.98485565185547,40.73642349243164,6,19,1,2015,0,22,0.013236416850609547,6.5,6.225551
-73.97456700000001,40.732757,-73.97368,40.759722,1,24,4,2010,5,19,0.026979584763295553,8.5,9.300137
-73.977265,40.776514,-73.957792,40.784612,1,22,9,2011,3,6,0.021089697318839282,6.5,7.0991826
-73.966761,40.764505,-73.962586,40.778252,1,4,6,2012,0,9,0.014366998085894275,6.5,5.9700956
-73.95295300000001,40.785948,-73.965328,40.763283,1,4,12,2014,3,14,0.025823300524906334,17.0,12.560208
-73.992533,40.731513,-74.00235500000001,40.745122,5,16,1,2010,5,20,0.01678322272390916,6.1,6.9906917
-73.96915,40.757385,-73.98654300000001,40.755989,3,3,12,2011,5,1,0.017448933061950785,5.3,6.4813232
-73.954387,40.765937,-73.963532,40.768627,1,14,12,2013,5,12,0.009532424927586616,8.0,5.75622
-73.991229,40.730087,-73.95808199999999,40.760834,1,30,6,2011,3,15,0.04521174203678989,13.7,13.40713
-73.958157,40.775713,-73.988461,40.734863,3,11,9,2009,4,23,0.050863099748251234,10.5,12.410575
-73.987701,40.750035,-73.98557199999999,40.763275,3,9,7,2011,5,13,0.013410079828253508,5.3,6.4635177
-73.98581999999999,40.740902,-74.001028,40.746417,1,31,10,2011,0,22,0.016177097669251368,6.5,5.519079
-73.99259948730467,40.74313354492188,-73.97666931152342,40.76511764526367,5,16,4,2015,3,7,0.02714905464761904,8.5,10.020127
-73.978373,40.745492,-73.971326,40.756356,1,27,8,2010,4,8,0.012949390140078282,5.3,5.35819
-73.992898,40.735735,-73.98270699999999,40.736212,1,26,1,2012,3,8,0.010202157124849965,4.5,5.4876685
-73.971762,40.746122,-73.95354,40.770882,1,17,3,2012,5,18,0.030742460604184306,6.9,7.688199
-73.988792,40.748542,-73.956677,40.763112,1,28,4,2014,0,21,0.03526553735589841,11.0,11.707748
-73.988855,40.736698,-74.005502,40.740085,5,27,5,2009,2,18,0.016988065752175156,6.5,6.658337
-73.98719,40.724877,-73.967917,40.753752,5,11,9,2014,3,19,0.034716194405491736,10.0,12.222472
-73.961774,40.767979,-73.967801,40.766029,1,10,2,2012,4,12,0.006334605670429816,4.1,4.8430896
-73.973119,40.752859,-73.97928399999999,40.763005,1,17,7,2014,3,18,0.011872175074514565,8.5,8.482978
-73.99763,40.75655,-73.985562,40.76014,3,12,1,2013,5,13,0.012590660189203826,5.5,6.7298613
-73.957872,40.769692,-73.953725,40.784587,2,1,11,2014,5,22,0.015461521076530323,6.5,6.5523214
-73.988905,40.731012,-73.97596999999999,40.778798,2,31,5,2012,3,22,0.0495057170536953,13.7,13.342504
-73.970267,40.756188,-73.982467,40.772671,1,15,2,2013,4,19,0.020506810795437123,9.5,9.565103
-73.9512,40.785685,-73.983025,40.754772,1,9,10,2011,6,14,0.04436715219618841,12.9,12.476771
-73.994948,40.752133,-73.975959,40.76543,1,24,5,2014,5,7,0.023181724051495423,9.5,7.7649565
-73.998954,40.760334,-73.997919,40.719628,2,29,5,2009,4,17,0.040719155946556826,11.7,14.413677
-73.973957,40.751443,-73.95561,40.765863,1,4,1,2010,0,14,0.023335569609509058,6.1,6.941714
-73.95594799999999,40.77223,-73.96206,40.763606,1,2,2,2011,2,12,0.010570237461853812,5.3,5.6251955
-73.9853,40.76303,-73.983885,40.731915,1,15,8,2010,6,1,0.031147157976290075,24.67,10.996693
-73.997592,40.725672,-73.965793,40.753677,6,5,2,2012,6,14,0.04237282650472505,9.3,10.689076
-73.977692,40.749787,-73.991005,40.756282,1,23,6,2013,6,18,0.014812865826703563,6.5,7.949741
-73.988809,40.775066,-73.968502,40.760264,1,6,3,2013,2,10,0.02512913554024877,10.0,11.587762
-73.97577,40.751752,-73.955352,40.774178000000006,6,8,8,2011,0,18,0.030328537716148078,7.7,8.033186
-74.006008,40.740182,-73.998023,40.732861,3,7,6,2009,6,20,0.010833155865204567,6.9,5.329288
-74.00431400000001,40.742513,-73.987779,40.721338,4,31,3,2012,5,0,0.026866091081512618,9.7,11.221166
-73.973475,40.755375,-73.989017,40.74129,1,19,3,2012,0,12,0.02097477029672484,6.1,7.229984
-73.977765,40.764758,-73.977455,40.758019,1,24,4,2014,3,11,0.0067461263700024105,6.5,6.5233707
-73.958442,40.764337,-73.969689,40.757261,1,10,11,2012,5,11,0.013287768247524109,7.5,6.5595345
-73.998462,40.740237,-74.00335799999999,40.732557,1,10,4,2013,2,12,0.009107865611650818,4.5,5.7476544
-73.981023,40.741663,-73.98536700000001,40.76312,1,4,8,2012,5,20,0.021892308809261494,8.1,8.856575
-73.956363,40.767282,-73.97193,40.757947,1,20,12,2013,4,18,0.01815141079916755,11.0,10.424244
-73.95496,40.77956,-73.987588,40.732824,2,1,10,2011,5,3,0.056998597175717945,10.9,10.9793415
-73.977915,40.742188,-73.99164499999999,40.73858,2,18,2,2012,5,17,0.014196146096735949,6.5,5.753518
-73.97156524658203,40.76621627807617,-73.9613037109375,40.76874542236328,1,14,5,2015,3,21,0.010568617913852472,5.0,5.1549535
-73.952545,40.768743,-73.958668,40.763968,1,25,8,2011,3,11,0.007764776493888886,4.5,4.5803986
-73.971092,40.761075,-73.961393,40.76346,6,6,6,2014,4,15,0.009987934020605735,5.5,6.5098553
-74.00510799999999,40.718972,-74.00105699999999,40.724127,5,16,10,2009,4,6,0.006556266162996543,4.1,4.5636544
-73.954756,40.769893,-73.987546,40.755515,1,3,8,2009,0,7,0.03580378449269655,9.3,10.223841
-73.976729,40.755085,-73.991457,40.750379,1,3,6,2013,0,14,0.015461578832697599,7.0,8.375325
-73.975408,40.762407,-73.95626,40.783907,1,30,9,2014,1,17,0.02879055233926366,13.5,11.809036
-73.968171,40.761775,-73.978531,40.748002,1,27,1,2011,3,15,0.01723441699043316,6.1,6.7426314
-73.970327,40.759565,-73.994037,40.737055,1,28,7,2010,2,20,0.032693488648362024,9.7,8.805445
-73.965657,40.765755,-73.97528299999999,40.749213,1,10,2,2009,1,15,0.019138903834859132,6.5,7.282671
-73.96640500000001,40.764527,-73.997723,40.756532,5,22,7,2009,2,20,0.03232239392432212,8.9,10.981926
-73.986737,40.729913,-73.971622,40.755278,2,15,12,2009,1,19,0.029527046076435397,8.1,8.990248
-73.951887,40.725355,-73.956595,40.71807,2,17,8,2013,5,21,0.008673896990395143,5.0,5.704513
-73.982727,40.761627,-73.99415,40.736282,2,30,1,2014,3,22,0.02780025097008825,10.0,10.435229
-73.983602,40.725932,-73.977828,40.75112,1,24,11,2011,3,13,0.025841331622035793,9.3,9.529299
-73.977336,40.749379,-73.983237,40.76305,1,11,1,2014,5,0,0.014890199528554405,8.5,7.4116263
-73.98339080810547,40.7379035949707,-73.99811553955078,40.7320671081543,1,24,3,2015,1,21,0.015839264329338618,8.0,6.8643
-73.99556199999999,40.744149,-73.984833,40.738651,1,6,10,2014,0,21,0.012055681025972107,5.0,5.6275053
-73.975033,40.741407,-73.983293,40.73452,1,3,4,2009,4,12,0.010754458098858454,5.3,4.9825807
-73.997045,40.75136,-74.00510799999999,40.735393,2,10,12,2009,3,23,0.01788734351433342,5.7,5.9982057
-73.98816680908203,40.74824905395508,-73.97724151611328,40.74369430541992,1,1,6,2015,0,8,0.011836712409766751,8.5,6.3844767
-73.97744750976562,40.757976531982415,-73.99528503417969,40.7393913269043,1,16,1,2015,4,9,0.02576018487934384,8.5,10.38778
-73.977885,40.74898,-73.985125,40.747622,1,14,2,2013,3,9,0.007366258480392188,5.0,6.0633273
-73.967582,40.756279,-73.985573,40.75845,4,17,10,2010,6,21,0.018121515444364713,6.5,6.977997
-73.98625200000001,40.754235,-73.991893,40.749882,5,20,7,2011,2,8,0.007125271222906776,4.5,5.089251
-73.99696,40.722652,-73.95756,40.77963,2,1,6,2014,6,18,0.06927375032434827,17.5,19.097486
-73.995807,40.724576,-73.979743,40.776243,1,25,2,2011,4,2,0.054106663037006814,13.3,13.574408
-73.977487,40.74605,-73.95736,40.76481,5,12,7,2011,1,8,0.027514245928247826,7.7,8.354623
-73.9755,40.7818,-73.9718,40.7567,1,26,8,2011,4,18,0.025371243564313143,10.1,10.034473
-74.006148,40.734616,-73.972233,40.748672,1,30,1,2014,3,14,0.03671237340460903,15.0,15.3990135
-73.961359,40.760346000000006,-73.961959,40.770673,1,4,10,2009,6,12,0.010344415353219363,5.3,4.8019032
-73.98915,40.74804,-73.97279,40.75615,6,4,1,2014,5,22,0.01825983844396349,9.5,7.913042
-73.99331,40.752072,-73.99361800000001,40.732992,1,27,12,2009,6,18,0.01908248579194631,8.1,8.049294
-73.98875600000001,40.740431,-73.97120100000001,40.755271,1,17,2,2010,2,0,0.02298703167005344,6.1,6.2672424
-73.985433,40.731377,-73.98734499999999,40.720183,1,29,3,2009,6,1,0.01135611641363522,7.3,6.3511333
-74.003015,40.725038,-73.982138,40.757217,1,23,5,2009,5,22,0.038358013113297465,9.3,9.571063
-73.99520111083984,40.760738372802734,-73.9875717163086,40.73843765258789,1,10,2,2015,1,10,0.02356967931504814,13.0,11.978754
-73.952867,40.776697,-73.960542,40.768752,1,4,6,2014,2,22,0.011046657865620913,4.5,5.481141
-73.95875600000001,40.77514,-73.979175,40.763287,2,29,3,2009,6,18,0.023609937949931836,7.7,8.030102
-73.954065,40.770528000000006,-73.98654499999999,40.740042,5,13,5,2010,3,7,0.04454600538768563,10.5,10.676245
-73.985625,40.759687,-73.982602,40.771517,1,15,1,2012,6,12,0.012210136321928279,5.7,5.5081315
-73.96332199999999,40.762113,-73.975627,40.749037,1,2,4,2011,5,20,0.017955355774816755,5.7,5.383359
-73.973913,40.752794,-73.972425,40.746814,4,10,6,2011,4,12,0.006162348902812659,5.3,5.2440577
-73.96754399999999,40.769837,-73.960667,40.778001,1,28,6,2013,4,9,0.010674456660638817,4.5,5.426784
-73.983882,40.72555,-73.965926,40.756179,1,1,3,2014,5,14,0.03550427547493707,10.5,11.025022
-73.96350699999999,40.765985,-73.980337,40.748123,2,20,8,2009,3,10,0.024541799933999766,7.7,8.863063
-73.97087860107422,40.759708404541016,-74.0012969970703,40.73099899291992,1,9,6,2015,1,19,0.04182713390376755,15.0,15.094533
-73.982125,40.775607,-73.984858,40.766733,1,29,6,2009,0,20,0.009285319865250294,4.1,4.708734
-74.00289154052734,40.72355270385742,-73.99702453613281,40.7672233581543,1,19,1,2015,0,14,0.044062997937982115,18.5,18.302515
-73.95659,40.71425,-73.994682,40.722963,1,8,9,2011,3,16,0.039075783203915165,9.7,11.158609
-73.971068,40.754613,-73.964135,40.776978,2,9,6,2009,1,14,0.023414946380465592,7.7,8.309146
-73.966722,40.764024,-73.955883,40.776313,1,17,2,2013,6,17,0.016386074636719976,5.0,6.370279
-73.98269499999999,40.761838,-73.983312,40.750138,1,24,1,2014,4,19,0.011716257465588171,6.5,7.470061
-74.005575,40.726588,-73.97435899999999,40.763076,1,10,12,2013,1,18,0.04801887962041522,17.5,17.280315
-74.00313,40.754142,-73.956663,40.784172,5,18,12,2013,2,14,0.05532615104088761,23.5,20.492062
-73.977827,40.760368,-73.983365,40.782682,1,10,1,2013,3,23,0.022990955613024923,12.0,9.370547
-73.993667,40.751747,-74.001915,40.755842,1,31,10,2014,4,20,0.0092086116760296,4.5,5.984883
-74.005645,40.738792,-74.00487700000001,40.73019,2,25,9,2010,5,0,0.008636216069548359,5.3,7.0740414
-73.964157,40.770172,-73.966087,40.768387,6,13,2,2013,2,10,0.0026289018619995515,12.0,7.281187
-73.985462,40.754702,-73.971342,40.754717,1,16,5,2011,0,13,0.014120007967411098,5.3,6.6253996
-73.985331,40.746159000000006,-73.992082,40.74936,1,15,10,2009,3,15,0.0074714390849355775,4.1,5.569961
-73.978275,40.753121,-73.991141,40.748848,1,28,6,2013,4,9,0.013557008703989416,7.0,7.920744
-73.982311,40.774357,-73.998449,40.733151,1,16,7,2011,5,15,0.044253468564623755,11.3,13.955295
-73.974457,40.751375,-73.993072,40.727909,1,30,3,2011,2,18,0.029952819249616174,8.5,8.970434
-73.98571700000001,40.744052,-73.990935,40.751133,2,22,1,2012,6,23,0.00879591297136553,4.1,4.6824565
-73.993854,40.736093,-74.001871,40.736425,1,15,12,2009,1,1,0.008023871447121049,4.1,4.519135
-73.97641800000001,40.747997,-73.95652199999999,40.773072,2,9,4,2009,3,21,0.032009474238117855,7.3,7.9071207
-73.962968,40.757959,-73.964812,40.766436,1,29,5,2009,4,7,0.008675244376958727,4.5,5.1919317
-73.976537,40.758692,-73.982933,40.760188,1,7,4,2011,3,9,0.006568624818035206,4.5,4.959012
-73.959455,40.769345,-73.97031700000001,40.783837,2,28,1,2010,3,19,0.018110800865781193,6.5,6.7357116
-73.96417199999999,40.771197,-73.968538,40.761815000000006,1,18,1,2010,0,10,0.010348134131327635,4.5,5.6429434
-73.955164,40.765663,-73.979674,40.783803000000006,1,17,5,2012,3,16,0.030492617139242204,10.9,10.876568
-73.98448,40.736990000000006,-73.975825,40.749012,4,14,10,2010,3,10,0.014813423270802383,4.9,6.542441
-73.975093,40.753807,-73.984687,40.779628,1,15,5,2010,5,7,0.027545759691827144,8.9,8.629815
-73.97904399999999,40.76149,-73.980711,40.747557,1,16,11,2009,0,12,0.014032368937570094,10.9,7.1014047
-73.982007,40.771274,-73.975941,40.752913,2,2,1,2014,3,22,0.019337080363897526,10.5,8.570514
-73.982802,40.745298,-73.989525,40.747943,1,19,7,2012,3,6,0.007224593690992095,4.1,4.6682906
-73.98992156982422,40.74698257446289,-73.96968078613281,40.75502395629883,2,4,5,2015,0,15,0.021779649819812136,16.5,11.159933
-73.96885999999999,40.765357,-73.95756999999999,40.779998,5,12,11,2009,3,14,0.018488455343807966,6.1,6.9733505
-73.975153,40.746052,-73.981562,40.76427,5,12,11,2011,5,20,0.01931245207113913,10.5,9.024372
-73.97031,40.758774,-73.955955,40.784504,1,2,5,2014,4,22,0.02946351854411884,9.5,9.388433
-73.972313,40.749355,-73.983325,40.734467,6,27,9,2013,4,11,0.018518009828268196,6.0,8.512293
-73.98521,40.741639,-73.97393100000001,40.743864,1,31,1,2010,6,19,0.011496367513250996,4.9,4.815861
-73.97170899999999,40.755603,-73.96001899999999,40.762172,1,22,1,2012,6,18,0.013409245355351727,6.1,5.228887
-73.971322,40.757497,-73.984667,40.736937,6,23,8,2011,1,0,0.02451127546661253,5.7,6.249981
-73.989823,40.715422,-74.00280699999999,40.720808,1,10,6,2013,0,12,0.0140567866882771,10.0,7.4756174
-73.968664,40.758275,-73.955238,40.777141,1,15,10,2013,1,18,0.023155634994539948,6.5,9.146037
-73.993975,40.752153,-73.97858199999999,40.752504,1,6,9,2013,4,20,0.015397001331445493,8.5,7.7474914
-73.974603,40.762377,-73.974603,40.762377,5,16,11,2009,0,11,0.0,4.1,6.8973584
-73.992876,40.752135,-73.980871,40.759084,1,7,5,2014,2,22,0.013871143644272155,8.5,6.775847
-73.974337,40.75011,-73.9781,40.752959,1,17,11,2009,1,12,0.004719848514510595,4.1,5.3107243
-73.972942,40.753408,-73.99150300000001,40.760263,2,5,4,2011,1,17,0.019786403058671926,11.3,8.409911
-73.993227,40.747452,-73.973457,40.779602,1,23,4,2011,5,11,0.03774222303998486,11.3,11.100251
-73.97644100000001,40.765556,-73.981151,40.753919,2,4,10,2010,0,21,0.012554037955962051,4.9,6.085201
-73.9688,40.762098,-73.98555999999999,40.752377,1,26,11,2010,4,15,0.019375124283463867,6.9,8.066805
-73.973991,40.756499,-73.99182900000001,40.742384,1,25,5,2012,4,13,0.02274703209212862,7.7,8.410002
-73.982242,40.756782,-73.97066,40.757547,1,13,5,2012,6,13,0.01160723692357915,5.7,5.8161626
-73.982272,40.776273,-73.976624,40.759408,1,2,9,2010,3,12,0.01778561578917139,7.7,9.136891
